315,325,428,427,368,364,230,231
271,282,429,430,369,365,242,241
293,260,438,437,378,374,252,253
303,227,439,440,379,375,263,264
248,347,448,447,388,384,275,274
326,337,449,450,389,385,285,286
238,237,458,457,398,394,297,296
281,304,459,460,399,395,307,308
336,292,468,467,408,404,319,318
348,249,469,470,409,405,330,329
259,270,478,477,418,414,340,341
226,314,479,480,419,415,352,351
